,day,person_id,planned_hours,store_id,in_alternate_workplace,absence_type,was_absent,worked_hours
1372,2023-11-20,665989,4.0,,False,,False,4.0
1438,2023-11-20,666001,6.5,,False,,False,6.5
1475,2023-11-20,872680,4.5,,False,Enfermedad común,True,0.0
1511,2023-11-20,876837,6.0,,False,,False,6.0
1577,2023-11-20,989388,5.0,,False,,False,5.0
1633,2023-11-20,999012,6.5,,False,,False,6.5
1689,2023-11-20,1031417,4.0,,False,,False,4.0
1748,2023-11-20,1201829,7.5,2.0,True,,False,7.5
1803,2023-11-20,1211253,4.5,,False,,False,4.5
1853,2023-11-20,1252106,5.5,,False,,False,5.5
1966,2023-11-20,1305178,5.0,,False,,False,5.0
2064,2023-11-20,1403169,5.0,,False,,False,5.0
2163,2023-11-20,1529075,8.0,,False,,False,8.0
65,2023-11-21,665922,4.0,,False,,False,4.0
176,2023-11-21,665926,4.5,,False,,False,4.5
219,2023-11-21,665928,8.0,,False,,False,8.0
273,2023-11-21,665934,4.0,,False,,False,4.0
327,2023-11-21,665935,5.5,,False,,False,5.5
384,2023-11-21,665936,8.0,,False,,False,8.0
444,2023-11-21,665938,5.0,,False,Enfermedad común,True,0.0
498,2023-11-21,665941,4.0,,False,,False,4.0
595,2023-11-21,665948,6.0,,False,,False,6.0
651,2023-11-21,665950,5.0,,False,,False,5.0
763,2023-11-21,665953,8.0,,False,,False,8.0
823,2023-11-21,665954,7.5,,False,,False,7.5
881,2023-11-21,665956,7.5,,False,,False,7.5
948,2023-11-21,665959,7.5,,False,,False,7.5
1011,2023-11-21,665965,6.5,2.0,True,,False,6.5
1213,2023-11-21,665983,4.5,,False,,False,4.5
1315,2023-11-21,665987,8.0,,False,,False,8.0
1373,2023-11-21,665989,4.5,,False,,False,4.5
1476,2023-11-21,872680,5.0,,False,Enfermedad común,True,0.0
1578,2023-11-21,989388,5.0,,False,,False,5.0
1690,2023-11-21,1031417,6.5,,False,,False,6.5
1749,2023-11-21,1201829,7.5,2.0,True,,False,7.5
1913,2023-11-21,1305177,5.0,,False,,False,5.0
1967,2023-11-21,1305178,5.5,,False,,False,5.5
2028,2023-11-21,1397361,7.5,,False,,False,7.5
2065,2023-11-21,1403169,4.0,,False,,False,4.0
2130,2023-11-21,1422334,5.5,2.0,True,,False,5.5
66,2023-11-22,665922,4.5,,False,,False,4.5
121,2023-11-22,665923,5.5,,False,,False,5.5
177,2023-11-22,665926,4.5,,False,,False,4.5
220,2023-11-22,665928,7.0,,False,,False,7.0
328,2023-11-22,665935,6.0,,False,,False,6.0
385,2023-11-22,665936,7.5,,False,,False,7.5
445,2023-11-22,665938,4.0,,False,Enfermedad común,True,0.0
499,2023-11-22,665941,4.0,,False,,False,4.0
596,2023-11-22,665948,7.5,,False,,False,7.5
652,2023-11-22,665950,5.0,,False,,False,5.0
764,2023-11-22,665953,6.5,,False,,False,6.5
949,2023-11-22,665959,6.5,,False,,False,6.5
1012,2023-11-22,665965,6.5,2.0,True,,False,6.5
1060,2023-11-22,665971,5.0,,False,,False,5.0
1106,2023-11-22,665978,5.0,,False,,False,5.0
1159,2023-11-22,665979,6.0,,False,,False,6.0
1214,2023-11-22,665983,5.0,,False,,False,5.0
1316,2023-11-22,665987,8.5,,False,,False,8.5
1374,2023-11-22,665989,5.0,,False,,False,5.0
1439,2023-11-22,666001,5.0,,False,,False,5.0
1477,2023-11-22,872680,5.0,,False,Enfermedad común,True,0.0
1512,2023-11-22,876837,4.0,,False,,False,4.0
1634,2023-11-22,999012,6.0,,False,,False,6.0
1750,2023-11-22,1201829,7.5,2.0,True,,False,7.5
1914,2023-11-22,1305177,5.0,,False,,False,5.0
2018,2023-11-22,1305180,6.5,1.0,True,,False,6.5
2029,2023-11-22,1397361,7.5,,False,,False,7.5
67,2023-11-23,665922,4.0,,False,,False,4.0
122,2023-11-23,665923,7.0,,False,,False,7.0
178,2023-11-23,665926,4.5,,False,,False,4.5
221,2023-11-23,665928,6.0,,False,,False,6.0
329,2023-11-23,665935,6.5,,False,,False,6.5
386,2023-11-23,665936,7.5,,False,,False,7.5
446,2023-11-23,665938,5.0,,False,Enfermedad común,True,0.0
500,2023-11-23,665941,5.0,,False,,False,5.0
558,2023-11-23,665944,7.5,,False,,False,7.5
597,2023-11-23,665948,6.5,,False,,False,6.5
653,2023-11-23,665950,5.0,,False,,False,5.0
711,2023-11-23,665952,5.5,,False,,False,5.5
765,2023-11-23,665953,6.5,,False,,False,6.5
882,2023-11-23,665956,6.5,,False,,False,6.5
1107,2023-11-23,665978,5.5,,False,,False,5.5
1160,2023-11-23,665979,7.5,,False,,False,7.5
1215,2023-11-23,665983,5.0,,False,,False,5.0
1375,2023-11-23,665989,4.5,,False,,False,4.5
1478,2023-11-23,872680,4.5,,False,Enfermedad común,True,0.0
1513,2023-11-23,876837,5.5,,False,,False,5.5
1579,2023-11-23,989388,6.0,,False,,False,6.0
1635,2023-11-23,999012,5.0,,False,,False,5.0
1804,2023-11-23,1211253,7.5,,False,,False,7.5
1854,2023-11-23,1252106,5.5,,False,,False,5.5
1915,2023-11-23,1305177,6.0,,False,,False,6.0
2019,2023-11-23,1305180,6.0,1.0,True,,False,6.0
2066,2023-11-23,1403169,4.0,,False,,False,4.0
2131,2023-11-23,1422334,5.5,2.0,True,,False,5.5
8,2023-11-24,665917,6.5,1.0,True,,False,6.5
123,2023-11-24,665923,4.0,,False,,False,4.0
222,2023-11-24,665928,5.5,,False,,False,5.5
274,2023-11-24,665934,4.0,,False,,False,4.0
330,2023-11-24,665935,7.5,,False,,False,7.5
501,2023-11-24,665941,7.0,,False,,False,7.0
559,2023-11-24,665944,5.5,,False,,False,5.5
712,2023-11-24,665952,5.0,,False,,False,5.0
883,2023-11-24,665956,6.5,,False,,False,6.5
950,2023-11-24,665959,8.0,,False,,False,8.0
1061,2023-11-24,665971,4.5,,False,,False,4.5
1108,2023-11-24,665978,4.5,,False,,False,4.5
1161,2023-11-24,665979,7.5,,False,,False,7.5
1317,2023-11-24,665987,7.5,,False,,False,7.5
1376,2023-11-24,665989,5.0,,False,,False,5.0
1440,2023-11-24,666001,6.5,,False,,False,6.5
1479,2023-11-24,872680,4.5,,False,Enfermedad común,True,0.0
1514,2023-11-24,876837,5.5,,False,,False,5.5
1580,2023-11-24,989388,6.5,,False,,False,6.5
1636,2023-11-24,999012,5.5,,False,,False,5.5
1691,2023-11-24,1031417,5.0,,False,,False,5.0
1805,2023-11-24,1211253,7.5,,False,,False,7.5
1855,2023-11-24,1252106,7.5,,False,,False,7.5
1916,2023-11-24,1305177,7.5,,False,,False,7.5
1968,2023-11-24,1305178,5.0,,False,,False,5.0
2020,2023-11-24,1305180,6.5,1.0,True,,False,6.5
2030,2023-11-24,1397361,7.5,,False,,False,7.5
2132,2023-11-24,1422334,5.5,2.0,True,,False,5.5
2191,2023-11-24,1595955,5.5,2.0,True,,False,5.5
2200,2023-11-24,1595956,7.0,2.0,True,,False,7.0
2209,2023-11-24,1595958,5.0,2.0,True,,False,5.0
2224,2023-11-24,1661019,5.0,,False,,False,5.0
2252,2023-11-24,1662112,5.0,1.0,True,,False,5.0
9,2023-11-25,665917,6.0,1.0,True,,False,6.0
68,2023-11-25,665922,8.0,,False,,False,8.0
124,2023-11-25,665923,8.0,,False,,False,8.0
275,2023-11-25,665934,6.0,,False,,False,6.0
387,2023-11-25,665936,7.0,,False,,False,7.0
502,2023-11-25,665941,6.0,,False,,False,6.0
560,2023-11-25,665944,4.0,,False,,False,4.0
654,2023-11-25,665950,4.0,,False,,False,4.0
713,2023-11-25,665952,5.5,,False,,False,5.5
766,2023-11-25,665953,8.0,,False,,False,8.0
951,2023-11-25,665959,7.5,,False,,False,7.5
1013,2023-11-25,665965,8.0,2.0,True,,False,8.0
1062,2023-11-25,665971,4.0,,False,,False,4.0
1109,2023-11-25,665978,8.0,,False,,False,8.0
1162,2023-11-25,665979,7.5,,False,,False,7.5
1216,2023-11-25,665983,5.5,,False,,False,5.5
1318,2023-11-25,665987,8.0,,False,,False,8.0
1441,2023-11-25,666001,5.0,,False,,False,5.0
1515,2023-11-25,876837,6.0,,False,,False,6.0
1581,2023-11-25,989388,6.5,,False,,False,6.5
1637,2023-11-25,999012,8.0,,False,,False,8.0
1692,2023-11-25,1031417,8.0,,False,,False,8.0
1751,2023-11-25,1201829,8.0,2.0,True,,False,8.0
1806,2023-11-25,1211253,4.5,,False,,False,4.5
1856,2023-11-25,1252106,7.5,,False,,False,7.5
1917,2023-11-25,1305177,7.0,,False,,False,7.0
1969,2023-11-25,1305178,8.0,,False,,False,8.0
2021,2023-11-25,1305180,5.0,1.0,True,,False,5.0
2031,2023-11-25,1397361,7.5,,False,,False,7.5
2067,2023-11-25,1403169,5.5,,False,,False,5.5
2133,2023-11-25,1422334,5.5,2.0,True,,False,5.5
2164,2023-11-25,1529075,8.5,,False,,False,8.5
2192,2023-11-25,1595955,6.5,2.0,True,,False,6.5
2201,2023-11-25,1595956,7.0,2.0,True,,False,7.0
2210,2023-11-25,1595958,7.0,2.0,True,,False,7.0
2225,2023-11-25,1661019,8.0,,False,,False,8.0
2253,2023-11-25,1662112,6.5,1.0,True,,False,6.5
10,2023-11-26,665917,5.5,1.0,True,,False,5.5
69,2023-11-26,665922,5.0,,False,,False,5.0
125,2023-11-26,665923,4.0,,False,,False,4.0
276,2023-11-26,665934,4.0,,False,,False,4.0
388,2023-11-26,665936,7.0,,False,,False,7.0
561,2023-11-26,665944,4.0,,False,,False,4.0
655,2023-11-26,665950,7.5,,False,,False,7.5
714,2023-11-26,665952,5.5,,False,,False,5.5
767,2023-11-26,665953,5.5,,False,,False,5.5
1014,2023-11-26,665965,8.0,2.0,True,,False,8.0
1063,2023-11-26,665971,7.0,,False,,False,7.0
1110,2023-11-26,665978,4.5,,False,,False,4.5
1163,2023-11-26,665979,5.5,,False,,False,5.5
1693,2023-11-26,1031417,5.5,,False,,False,5.5
1752,2023-11-26,1201829,8.0,2.0,True,,False,8.0
1807,2023-11-26,1211253,4.5,,False,,False,4.5
1857,2023-11-26,1252106,3.0,,False,,False,3.0
2022,2023-11-26,1305180,7.5,1.0,True,,False,7.5
2068,2023-11-26,1403169,6.5,,False,,False,6.5
2134,2023-11-26,1422334,5.5,2.0,True,,False,5.5
2193,2023-11-26,1595955,5.5,2.0,True,,False,5.5
2202,2023-11-26,1595956,4.0,2.0,True,,False,4.0
2211,2023-11-26,1595958,6.5,2.0,True,,False,6.5
2226,2023-11-26,1661019,8.0,,False,,False,8.0
2254,2023-11-26,1662112,6.0,1.0,True,,False,6.0
11,2023-11-27,665917,5.0,1.0,True,,False,5.0
179,2023-11-27,665926,4.5,,False,Vacaciones,True,0.0
223,2023-11-27,665928,7.0,,False,,False,7.0
277,2023-11-27,665934,4.0,,False,,False,4.0
389,2023-11-27,665936,6.5,,False,,False,6.5
447,2023-11-27,665938,7.5,,False,Enfermedad común,True,0.0
562,2023-11-27,665944,5.5,,False,,False,5.5
656,2023-11-27,665950,5.0,,False,,False,5.0
715,2023-11-27,665952,6.0,,False,,False,6.0
768,2023-11-27,665953,5.0,,False,,False,5.0
824,2023-11-27,665954,6.5,,False,,False,6.5
884,2023-11-27,665956,6.5,,False,,False,6.5
952,2023-11-27,665959,8.0,,False,,False,8.0
1015,2023-11-27,665965,7.5,2.0,True,,False,7.5
1064,2023-11-27,665971,4.5,,False,,False,4.5
1111,2023-11-27,665978,6.5,,False,,False,6.5
1263,2023-11-27,665986,7.5,,False,,False,7.5
1319,2023-11-27,665987,6.5,,False,,False,6.5
1442,2023-11-27,666001,4.0,,False,,False,4.0
1480,2023-11-27,872680,4.5,,False,Enfermedad común,True,0.0
1516,2023-11-27,876837,4.0,,False,,False,4.0
1582,2023-11-27,989388,5.0,,False,,False,5.0
1638,2023-11-27,999012,4.5,,False,,False,4.5
1694,2023-11-27,1031417,6.5,,False,,False,6.5
1808,2023-11-27,1211253,4.0,,False,,False,4.0
1858,2023-11-27,1252106,5.5,,False,Vacaciones,True,0.0
1918,2023-11-27,1305177,7.5,,False,,False,7.5
2032,2023-11-27,1397361,7.5,,False,,False,7.5
2069,2023-11-27,1403169,4.0,,False,,False,4.0
12,2023-11-28,665917,8.0,1.0,True,,False,8.0
70,2023-11-28,665922,4.5,,False,,False,4.5
224,2023-11-28,665928,7.0,,False,,False,7.0
390,2023-11-28,665936,7.5,,False,,False,7.5
503,2023-11-28,665941,6.5,,False,,False,6.5
563,2023-11-28,665944,4.0,,False,,False,4.0
598,2023-11-28,665948,4.0,,False,,False,4.0
657,2023-11-28,665950,5.0,,False,,False,5.0
716,2023-11-28,665952,6.0,,False,,False,6.0
769,2023-11-28,665953,6.5,,False,,False,6.5
885,2023-11-28,665956,6.5,,False,,False,6.5
953,2023-11-28,665959,8.0,,False,,False,8.0
1016,2023-11-28,665965,7.5,2.0,True,,False,7.5
1164,2023-11-28,665979,5.5,,False,,False,5.5
1320,2023-11-28,665987,7.5,,False,,False,7.5
1481,2023-11-28,872680,5.0,,False,Enfermedad común,True,0.0
1583,2023-11-28,989388,5.5,,False,,False,5.5
1639,2023-11-28,999012,4.5,,False,,False,4.5
1695,2023-11-28,1031417,4.5,,False,,False,4.5
1809,2023-11-28,1211253,5.0,,False,,False,5.0
1919,2023-11-28,1305177,4.5,,False,,False,4.5
2023,2023-11-28,1305180,6.5,1.0,True,,False,6.5
2033,2023-11-28,1397361,7.5,,False,,False,7.5
2070,2023-11-28,1403169,4.0,,False,,False,4.0
2135,2023-11-28,1422334,4.0,2.0,True,,False,4.0
71,2023-11-29,665922,4.0,,False,,False,4.0
126,2023-11-29,665923,4.0,,False,,False,4.0
180,2023-11-29,665926,5.0,,False,Vacaciones,True,0.0
448,2023-11-29,665938,4.0,,False,Enfermedad común,True,0.0
504,2023-11-29,665941,7.5,,False,,False,7.5
564,2023-11-29,665944,4.0,,False,,False,4.0
599,2023-11-29,665948,4.0,,False,,False,4.0
658,2023-11-29,665950,4.0,,False,,False,4.0
717,2023-11-29,665952,6.0,,False,,False,6.0
770,2023-11-29,665953,7.5,,False,,False,7.5
825,2023-11-29,665954,5.5,,False,,False,5.5
886,2023-11-29,665956,6.5,,False,,False,6.5
954,2023-11-29,665959,7.5,,False,,False,7.5
1017,2023-11-29,665965,7.5,2.0,True,,False,7.5
1065,2023-11-29,665971,5.0,,False,,False,5.0
1112,2023-11-29,665978,6.5,,False,,False,6.5
1217,2023-11-29,665983,5.0,,False,,False,5.0
1264,2023-11-29,665986,4.0,,False,,False,4.0
1321,2023-11-29,665987,6.5,,False,,False,6.5
1443,2023-11-29,666001,5.0,,False,,False,5.0
1482,2023-11-29,872680,5.0,,False,Enfermedad común,True,0.0
1517,2023-11-29,876837,4.0,,False,,False,4.0
1640,2023-11-29,999012,7.5,,False,,False,7.5
1753,2023-11-29,1201829,8.0,2.0,True,,False,8.0
1920,2023-11-29,1305177,5.0,,False,,False,5.0
2024,2023-11-29,1305180,6.5,1.0,True,,False,6.5
2136,2023-11-29,1422334,4.0,2.0,True,,False,4.0
2194,2023-11-29,1595955,4.0,2.0,True,,False,4.0
2203,2023-11-29,1595956,5.0,2.0,True,,False,5.0
2212,2023-11-29,1595958,5.5,2.0,True,,False,5.5
13,2023-11-30,665917,7.5,1.0,True,,False,7.5
72,2023-11-30,665922,5.0,,False,,False,5.0
127,2023-11-30,665923,4.0,,False,,False,4.0
181,2023-11-30,665926,4.5,,False,Vacaciones,True,0.0
278,2023-11-30,665934,4.0,,False,,False,4.0
391,2023-11-30,665936,6.5,,False,,False,6.5
505,2023-11-30,665941,7.5,,False,,False,7.5
565,2023-11-30,665944,4.0,,False,,False,4.0
600,2023-11-30,665948,6.0,,False,,False,6.0
718,2023-11-30,665952,5.0,,False,,False,5.0
771,2023-11-30,665953,6.5,,False,,False,6.5
826,2023-11-30,665954,5.5,,False,,False,5.5
955,2023-11-30,665959,6.5,,False,,False,6.5
1165,2023-11-30,665979,6.5,,False,,False,6.5
1265,2023-11-30,665986,4.0,,False,,False,4.0
1322,2023-11-30,665987,4.0,,False,,False,4.0
1518,2023-11-30,876837,4.0,,False,,False,4.0
1584,2023-11-30,989388,5.0,,False,,False,5.0
1696,2023-11-30,1031417,4.5,,False,,False,4.5
1754,2023-11-30,1201829,7.5,2.0,True,,False,7.5
1859,2023-11-30,1252106,5.0,,False,Vacaciones,True,0.0
1921,2023-11-30,1305177,5.0,,False,,False,5.0
2025,2023-11-30,1305180,6.5,,False,,False,6.5
2034,2023-11-30,1397361,7.5,,False,,False,7.5
2071,2023-11-30,1403169,4.0,,False,,False,4.0
2195,2023-11-30,1595955,6.0,2.0,True,,False,6.0
2204,2023-11-30,1595956,6.0,2.0,True,,False,6.0
2213,2023-11-30,1595958,6.5,2.0,True,,False,6.5
14,2023-12-01,665917,7.5,1.0,True,,False,7.5
73,2023-12-01,665922,4.0,,False,,False,4.0
128,2023-12-01,665923,4.0,,False,,False,4.0
225,2023-12-01,665928,6.5,,False,,False,6.5
279,2023-12-01,665934,4.0,,False,,False,4.0
392,2023-12-01,665936,5.0,,False,,False,5.0
449,2023-12-01,665938,7.5,,False,Enfermedad común,True,0.0
506,2023-12-01,665941,4.0,,False,,False,4.0
566,2023-12-01,665944,4.0,,False,,False,4.0
601,2023-12-01,665948,5.0,,False,,False,5.0
659,2023-12-01,665950,5.0,,False,,False,5.0
827,2023-12-01,665954,5.5,,False,,False,5.5
956,2023-12-01,665959,7.5,,False,,False,7.5
1066,2023-12-01,665971,5.0,,False,,False,5.0
1113,2023-12-01,665978,4.5,,False,,False,4.5
1166,2023-12-01,665979,6.5,,False,,False,6.5
1218,2023-12-01,665983,4.0,,False,,False,4.0
1266,2023-12-01,665986,4.0,,False,,False,4.0
1323,2023-12-01,665987,6.5,,False,,False,6.5
1377,2023-12-01,665989,4.0,,False,,False,4.0
1444,2023-12-01,666001,5.0,,False,,False,5.0
1483,2023-12-01,872680,4.5,,False,Enfermedad común,True,0.0
1519,2023-12-01,876837,4.0,,False,,False,4.0
1585,2023-12-01,989388,5.0,,False,,False,5.0
1641,2023-12-01,999012,6.5,,False,,False,6.5
1755,2023-12-01,1201829,7.5,2.0,True,,False,7.5
1810,2023-12-01,1211253,5.0,,False,,False,5.0
1860,2023-12-01,1252106,5.0,,False,Vacaciones,True,0.0
2035,2023-12-01,1397361,7.5,,False,,False,7.5
2072,2023-12-01,1403169,4.0,,False,,False,4.0
2137,2023-12-01,1422334,4.0,2.0,True,,False,4.0
2196,2023-12-01,1595955,4.0,2.0,True,,False,4.0
2205,2023-12-01,1595956,4.5,2.0,True,,False,4.5
2214,2023-12-01,1595958,5.5,2.0,True,,False,5.5
2227,2023-12-01,1661019,5.0,,False,,False,5.0
2255,2023-12-01,1662112,5.0,1.0,True,,False,5.0
15,2023-12-02,665917,7.5,1.0,True,,False,7.5
74,2023-12-02,665922,5.5,,False,,False,5.5
129,2023-12-02,665923,4.0,,False,,False,4.0
182,2023-12-02,665926,4.0,,False,Vacaciones,True,0.0
226,2023-12-02,665928,4.0,,False,,False,4.0
280,2023-12-02,665934,4.0,,False,,False,4.0
393,2023-12-02,665936,5.5,,False,,False,5.5
450,2023-12-02,665938,8.0,,False,Enfermedad común,True,0.0
507,2023-12-02,665941,5.0,,False,,False,5.0
602,2023-12-02,665948,8.0,,False,,False,8.0
660,2023-12-02,665950,4.0,,False,,False,4.0
719,2023-12-02,665952,6.5,,False,,False,6.5
772,2023-12-02,665953,4.5,,False,,False,4.5
828,2023-12-02,665954,6.0,,False,,False,6.0
887,2023-12-02,665956,5.5,,False,,False,5.5
1018,2023-12-02,665965,7.5,2.0,True,,False,7.5
1067,2023-12-02,665971,6.5,,False,,False,6.5
1114,2023-12-02,665978,5.5,,False,,False,5.5
1167,2023-12-02,665979,6.5,,False,,False,6.5
1267,2023-12-02,665986,8.0,,False,,False,8.0
1324,2023-12-02,665987,5.0,,False,,False,5.0
1378,2023-12-02,665989,6.0,,False,,False,6.0
1445,2023-12-02,666001,8.0,,False,,False,8.0
1484,2023-12-02,872680,5.0,,False,Enfermedad común,True,0.0
1520,2023-12-02,876837,6.0,,False,,False,6.0
1586,2023-12-02,989388,6.5,,False,,False,6.5
1642,2023-12-02,999012,6.5,,False,,False,6.5
1697,2023-12-02,1031417,4.5,,False,,False,4.5
1756,2023-12-02,1201829,7.5,2.0,True,,False,7.5
1811,2023-12-02,1211253,4.0,,False,,False,4.0
1861,2023-12-02,1252106,5.5,,False,Vacaciones,True,0.0
1922,2023-12-02,1305177,6.0,,False,,False,6.0
2036,2023-12-02,1397361,8.0,,False,,False,8.0
2073,2023-12-02,1403169,4.0,,False,,False,4.0
2138,2023-12-02,1422334,4.0,2.0,True,,False,4.0
2197,2023-12-02,1595955,4.5,2.0,True,,False,4.5
2206,2023-12-02,1595956,5.5,2.0,True,,False,5.5
2215,2023-12-02,1595958,6.0,2.0,True,,False,6.0
2228,2023-12-02,1661019,8.0,,False,,False,8.0
2256,2023-12-02,1662112,7.0,1.0,True,,False,7.0
130,2023-12-03,665923,8.0,,False,,False,8.0
227,2023-12-03,665928,8.0,,False,,False,8.0
281,2023-12-03,665934,4.0,,False,,False,4.0
888,2023-12-03,665956,7.0,,False,,False,7.0
1019,2023-12-03,665965,7.5,2.0,True,,False,7.5
1115,2023-12-03,665978,5.5,,False,,False,5.5
1168,2023-12-03,665979,7.5,,False,,False,7.5
1698,2023-12-03,1031417,6.5,,False,,False,6.5
1757,2023-12-03,1201829,8.0,2.0,True,,False,8.0
1812,2023-12-03,1211253,5.0,,False,,False,5.0
1862,2023-12-03,1252106,6.0,,False,,False,6.0
2139,2023-12-03,1422334,4.0,2.0,True,,False,4.0
2198,2023-12-03,1595955,5.5,2.0,True,,False,5.5
2207,2023-12-03,1595956,6.5,2.0,True,,False,6.5
2216,2023-12-03,1595958,4.5,2.0,True,,False,4.5
75,2023-12-04,665922,4.0,,False,,False,4.0
131,2023-12-04,665923,7.0,,False,,False,7.0
183,2023-12-04,665926,4.5,,False,,False,4.5
331,2023-12-04,665935,8.0,,False,,False,8.0
508,2023-12-04,665941,6.0,,False,,False,6.0
603,2023-12-04,665948,4.0,,False,,False,4.0
661,2023-12-04,665950,5.0,,False,,False,5.0
773,2023-12-04,665953,6.5,,False,,False,6.5
829,2023-12-04,665954,6.5,1.0,True,,False,6.5
889,2023-12-04,665956,7.5,,False,,False,7.5
957,2023-12-04,665959,7.5,,False,,False,7.5
1068,2023-12-04,665971,6.0,,False,,False,6.0
1169,2023-12-04,665979,6.5,,False,,False,6.5
1268,2023-12-04,665986,5.0,,False,,False,5.0
1325,2023-12-04,665987,6.0,,False,,False,6.0
1379,2023-12-04,665989,4.0,,False,,False,4.0
1446,2023-12-04,666001,4.0,,False,,False,4.0
1485,2023-12-04,872680,4.5,,False,Enfermedad común,True,0.0
1521,2023-12-04,876837,4.5,,False,,False,4.5
1587,2023-12-04,989388,4.0,,False,,False,4.0
1643,2023-12-04,999012,4.0,,False,,False,4.0
1699,2023-12-04,1031417,5.5,,False,,False,5.5
1863,2023-12-04,1252106,5.0,,False,,False,5.0
1923,2023-12-04,1305177,7.5,,False,,False,7.5
1970,2023-12-04,1305178,4.5,,False,,False,4.5
2037,2023-12-04,1397361,7.5,,False,,False,7.5
2165,2023-12-04,1529075,8.0,,False,,False,8.0
16,2023-12-05,665917,7.5,1.0,True,,False,7.5
132,2023-12-05,665923,7.5,,False,,False,7.5
228,2023-12-05,665928,8.0,,False,,False,8.0
282,2023-12-05,665934,5.5,,False,,False,5.5
332,2023-12-05,665935,8.0,,False,,False,8.0
394,2023-12-05,665936,8.0,,False,,False,8.0
451,2023-12-05,665938,4.0,,False,Enfermedad común,True,0.0
509,2023-12-05,665941,5.5,,False,,False,5.5
604,2023-12-05,665948,6.5,,False,,False,6.5
662,2023-12-05,665950,5.0,,False,,False,5.0
720,2023-12-05,665952,4.0,,False,,False,4.0
830,2023-12-05,665954,6.5,1.0,True,,False,6.5
890,2023-12-05,665956,7.5,,False,,False,7.5
958,2023-12-05,665959,7.5,,False,,False,7.5
1170,2023-12-05,665979,6.5,,False,,False,6.5
1326,2023-12-05,665987,8.0,,False,,False,8.0
1380,2023-12-05,665989,4.0,,False,,False,4.0
1447,2023-12-05,666001,4.5,,False,,False,4.5
1486,2023-12-05,872680,5.0,,False,Enfermedad común,True,0.0
1522,2023-12-05,876837,5.0,,False,,False,5.0
1588,2023-12-05,989388,5.0,,False,,False,5.0
1644,2023-12-05,999012,4.5,,False,,False,4.5
1813,2023-12-05,1211253,7.0,,False,,False,7.0
1864,2023-12-05,1252106,4.0,,False,,False,4.0
2038,2023-12-05,1397361,7.5,,False,,False,7.5
2074,2023-12-05,1403169,4.0,,False,,False,4.0
2140,2023-12-05,1422334,5.0,2.0,True,,False,5.0
2166,2023-12-05,1529075,8.0,,False,,False,8.0
2199,2023-12-05,1595955,4.0,2.0,True,,False,4.0
2208,2023-12-05,1595956,4.0,2.0,True,,False,4.0
2217,2023-12-05,1595958,5.5,2.0,True,,False,5.5
17,2023-12-07,665917,6.5,1.0,True,,False,6.5
76,2023-12-07,665922,4.5,,False,,False,4.5
133,2023-12-07,665923,8.0,,False,,False,8.0
184,2023-12-07,665926,4.5,,False,,False,4.5
395,2023-12-07,665936,6.5,,False,,False,6.5
452,2023-12-07,665938,4.0,,False,Enfermedad común,True,0.0
510,2023-12-07,665941,6.5,,False,,False,6.5
567,2023-12-07,665944,8.0,,False,,False,8.0
663,2023-12-07,665950,5.0,,False,,False,5.0
721,2023-12-07,665952,6.5,,False,,False,6.5
774,2023-12-07,665953,5.5,,False,,False,5.5
831,2023-12-07,665954,7.5,1.0,True,,False,7.5
891,2023-12-07,665956,8.0,,False,,False,8.0
1020,2023-12-07,665965,7.5,2.0,True,,False,7.5
1116,2023-12-07,665978,5.0,,False,,False,5.0
1219,2023-12-07,665983,4.5,,False,,False,4.5
1269,2023-12-07,665986,4.0,,False,,False,4.0
1327,2023-12-07,665987,7.5,,False,,False,7.5
1381,2023-12-07,665989,6.0,,False,,False,6.0
1487,2023-12-07,872680,5.0,,False,Enfermedad común,True,0.0
1523,2023-12-07,876837,4.5,,False,,False,4.5
1589,2023-12-07,989388,5.0,,False,,False,5.0
1758,2023-12-07,1201829,6.5,2.0,True,Vacaciones,True,0.0
1814,2023-12-07,1211253,4.0,,False,,False,4.0
1924,2023-12-07,1305177,5.0,,False,,False,5.0
1971,2023-12-07,1305178,5.0,,False,,False,5.0
2039,2023-12-07,1397361,8.0,,False,,False,8.0
2075,2023-12-07,1403169,4.0,,False,,False,4.0
2141,2023-12-07,1422334,4.0,2.0,True,,False,4.0
18,2023-12-08,665917,6.5,1.0,True,,False,6.5
77,2023-12-08,665922,4.0,,False,,False,4.0
134,2023-12-08,665923,6.5,,False,,False,6.5
185,2023-12-08,665926,4.0,,False,,False,4.0
229,2023-12-08,665928,6.5,,False,,False,6.5
283,2023-12-08,665934,5.5,,False,,False,5.5
333,2023-12-08,665935,7.5,,False,,False,7.5
396,2023-12-08,665936,4.0,,False,,False,4.0
453,2023-12-08,665938,4.5,,False,Enfermedad común,True,0.0
568,2023-12-08,665944,6.0,,False,,False,6.0
605,2023-12-08,665948,5.0,,False,,False,5.0
722,2023-12-08,665952,6.5,,False,,False,6.5
775,2023-12-08,665953,6.0,,False,,False,6.0
832,2023-12-08,665954,6.5,1.0,True,,False,6.5
892,2023-12-08,665956,5.0,,False,,False,5.0
959,2023-12-08,665959,8.0,,False,,False,8.0
1021,2023-12-08,665965,7.5,2.0,True,,False,7.5
1069,2023-12-08,665971,6.0,,False,,False,6.0
1117,2023-12-08,665978,4.5,,False,,False,4.5
1171,2023-12-08,665979,7.0,,False,,False,7.0
1220,2023-12-08,665983,4.0,,False,,False,4.0
